/*---------------------------------------------------------------------------*\
| =========                 |                                                 |
| \\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox           |
|  \\    /   O peration     | Version:  1.6                                   |
|   \\  /    A nd           | Web:      http://www.OpenFOAM.org               |
|    \\/     M anipulation  |                                                 |
\*---------------------------------------------------------------------------*/
Exec   : equilibriumFlameT -case . controlDict
Date   : Jul 14 2008
Time   : 14:42:27
Host   : auglx106
PID    : 21318
Case   : ./.
nProcs : 1

// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //

Reading Burcat data dictionary

Reading Burcat data for relevant species

stoichiometricAirFuelMassRatio stoichiometricAirFuelMassRatio [0 0 0 0 0 0 0] 34.0752;
Equilibrium flame temperature data (1 bar)

Phi          ft     T0         Tad         Teq      Terror   O2res (mole frac)

0.6   0.0173035    300     1849.37     1848.93    0.441199   0.0746347
0.6   0.0173035    400     1932.17     1931.29    0.878875   0.0746693
0.6   0.0173035    500     2015.32     2013.67     1.65503    0.074731
0.6   0.0173035    600     2099.12     2096.15     2.96604   0.0748359
0.6   0.0173035    700     2183.85     2178.77     5.08542   0.0750064
0.6   0.0173035    800     2269.78     2261.41     8.37071   0.0752721
0.6   0.0173035    900     2356.98     2343.73     13.2497   0.0756687
0.6   0.0173035   1000     2445.27      2425.1      20.171   0.0762338
0.6   0.0173035   1100     2534.42     2504.88     29.5446   0.0770025
0.6   0.0173035   1200     2624.42     2582.71     41.7161   0.0780047
0.6   0.0173035   1300      2715.2      2658.3     56.9035   0.0792601
0.6   0.0173035   1400      2806.7     2731.51     75.1843   0.0807764
0.6   0.0173035   1500     2898.85     2802.35     96.5047   0.0825509
0.6   0.0173035   1600     2991.61      2870.9     120.706   0.0845714
0.6   0.0173035   1700     3084.91     2937.35     147.557   0.0868199
0.6   0.0173035   1800     3178.72     3001.93     176.786   0.0892745
0.6   0.0173035   1900     3272.98     3064.88     208.105   0.0919116
0.6   0.0173035   2000     3367.66     3126.44     241.224   0.0947076
0.6   0.0173035   2100     3462.72     3186.85     275.871   0.0976418
0.6   0.0173035   2200     3558.13     3246.24      311.89    0.100723
0.6   0.0173035   2300     3653.84     3303.79     350.056    0.104203
0.6   0.0173035   2400     3749.83     3350.97     398.864    0.110193
0.6   0.0173035   2500     3846.07     3351.51     494.566    0.126033
0.6   0.0173035   2600     3942.54     3292.16      650.38    0.151457
0.6   0.0173035   2700      4039.2     3236.39     802.808    0.174034
0.6   0.0173035   2800     4136.03     3245.35     890.689    0.186501
0.6   0.0173035   2900     4233.03     3344.34     888.685    0.186501
0.6   0.0173035   3000     4330.16     3443.39     886.772    0.186501
0.65   0.0187184    300     1944.34     1943.24     1.10745   0.0647597
0.65   0.0187184    400      2026.6     2024.55     2.05282   0.0648354
0.65   0.0187184    500     2109.24     2105.62     3.62021   0.0649617
0.65   0.0187184    600     2192.54     2186.44     6.10399    0.065163
0.65   0.0187184    700     2276.79     2266.91     9.87838   0.0654704
0.65   0.0187184    800     2362.24     2346.86     15.3839    0.065921
0.65   0.0187184    900     2448.97     2425.89     23.0845   0.0665542
0.65   0.0187184   1000     2536.82     2503.43     33.3882   0.0674052
0.65   0.0187184   1100     2625.53     2578.95     46.5873   0.0684997
0.65   0.0187184   1200     2715.12     2652.26     62.8672   0.0698549
0.65   0.0187184   1300     2805.51     2723.25     82.2652   0.0714756
0.65   0.0187184   1400     2896.64     2791.95     104.694   0.0733558
0.65   0.0187184   1500     2988.44     2858.47     129.974   0.0754818
0.65   0.0187184   1600     3080.87        2923     157.865   0.0778344
0.65   0.0187184   1700     3173.86     2985.76     188.093   0.0803915
0.65   0.0187184   1800     3267.36     3046.99     220.377     0.08313
0.65   0.0187184   1900     3361.34      3106.9      254.44   0.0860272
0.65   0.0187184   2000     3455.76     3165.72     290.035   0.0890676
0.65   0.0187184   2100     3550.56      3223.4     327.161   0.0922994
0.65   0.0187184   2200     3645.71     3278.06     367.654   0.0962427
0.65   0.0187184   2300     3741.19     3314.81     426.372    0.104415
0.65   0.0187184   2400     3836.95     3292.23     544.723    0.124357
0.65   0.0187184   2500     3932.97     3229.48     703.484    0.149486
0.65   0.0187184   2600     4029.22     3177.99     851.227    0.170912
0.65   0.0187184   2700     4125.67     3175.23     950.447    0.184778
0.65   0.0187184   2800     4222.31      3274.1     948.206    0.184778
0.65   0.0187184   2900     4319.11     3373.04     946.072    0.184778
0.65   0.0187184   3000     4416.05     3472.02     944.033    0.184778
0.7   0.0201293    300     2035.78     2033.26     2.51546   0.0551272
0.7   0.0201293    400     2117.54     2113.16     4.37752   0.0552782
0.7   0.0201293    500     2199.73     2192.45     7.27791   0.0555148
0.7   0.0201293    600     2282.57     2270.97     11.6017   0.0558694
0.7   0.0201293    700     2366.38     2348.59     17.7874   0.0563792
0.7   0.0201293    800     2451.39      2425.1     26.2883    0.057083
0.7   0.0201293    900      2537.7     2500.19     37.5092    0.058016
0.7   0.0201293   1000     2625.12      2573.4      51.721   0.0592027
0.7   0.0201293   1100     2713.44     2644.41     69.0329   0.0606538
0.7   0.0201293   1200     2802.65     2713.19     89.4549   0.0623719
0.7   0.0201293   1300     2892.68     2779.81     112.872   0.0643486
0.7   0.0201293   1400     2983.46     2844.37     139.087   0.0665689
0.7   0.0201293   1500     3074.94     2907.08     167.857   0.0690129
0.7   0.0201293   1600     3167.05     2968.13     198.913   0.0716588
0.7   0.0201293   1700     3259.74     3027.76     231.985   0.0744843
